시도명,시군구명,대피소명,주소,수용가능인원수,면적(㎡),경도,위도,비고,내진적용여부,해변에서의거리(m),긴급대피장소,대피소분류명,해발높이
city_name,gun_name,shelter_name,address,accept_limit,size,longitude,latitude,note,earthquake_proof,beach_distance,emergency_shelter,classify_shelter_name,sea_height
경북,울진군,읍남2리 마을회관,경상북도 울진군 울진읍 읍남리 256-1,50,,129.4028500,36.9845530,,,,,,
경북,울진군,밭,경상북도 울진군 울진읍 읍남리 53-1,100,,129.4113290,36.9866510,,,,,,
경북,울진군,도로,경상북도 울진군 울진읍 온양리 356,85,,129.4120420,37.0143250,,,,,,
경북,울진군,도로,경상북도 울진군 죽변면 봉평리 208-1,100,,129.4137310,37.0372950,,,,,,
경북,울진군,봉평1리 마을회관,경상북도 울진군 죽변면 봉평리 292-11,100,,129.4134130,37.0342390,,,,,,
경북,영덕군,마을 뒤 공터,경상북도 영덕군 영해면 괴시사진길 327-26,150,,129.4390700,36.5311440,,,,,,
경북,영덕군,마을 뒤 도로,경상북도 영덕군 영해면 대진3리 146,100,,129.4364720,36.5546460,양포초등학교계원분교(폐교),,,,,
경북,영덕군,마을 뒤 야산,경상북도 영덕군 영해면 대진3리 73,150,,129.4364720,36.5546460,,,,,,
경북,영덕군,마을 뒤 야산,경상북도 영덕군 영해면 대진리 산23-1,200,,129.4285680,36.5562920,,,,,,
경북,영덕군,마을 뒤 야산,경상북도 영덕군 영해면 사진리 산83,100,,129.4368100,36.5382460,,,,,,
경북,영덕군,마을 뒤 야산,경상북도 영덕군 영해면 체험마을길 51,150,,129.4071130,36.5375580,,,,,,
경북,영덕군,축산항초교 경정분교 뒤 공터,경상북도 영덕군 축산면 경정리 234,200,,129.4336570,36.4860860,,,,,,
경북,영덕군,태흥모텔 앞 공터,경상북도 영덕군 축산면 경정리 24,250,,129.4428830,36.4936520,,,,,,
경북,영덕군,경정교회 뒷산,경상북도 영덕군 축산면 경정리 산192-1,200,,129.4310000,36.4840000,,,,,,
경북,영덕군,경정석산(버스승강장),경상북도 영덕군 축산면 경정리 산26-1,100,,129.4318140,36.4750930,,,,,,
경북,영덕군,경정해수욕장 뒷산,경상북도 영덕군 축산면 경정리 산60,100,,129.4328030,36.4826150,,,,,,
경북,영덕군,축산항초교 뒷산,경상북도 영덕군 축산면 축산리 187,400,,129.4423240,36.5095270,,,,,,
경북,영덕군,죽도산,경상북도 영덕군 축산면 축산리 산106-4,300,,129.4508890,36.5076540,,,,,,
경북,영덕군,블루로드길,경상북도 영덕군 축산면 축산리 산113-2,100,,129.4442050,36.5013620,,,,,,
경북,영덕군,와우산,경상북도 영덕군 축산면 축산리 산20-2,300,,129.4465970,36.5108270,,,,,,
경북,영덕군,목너머,경상북도 영덕군 축산면 축산리 산8-5,400,,129.4435370,36.5120570,,,,,,
경북,울릉군,북면사무소,경상북도 울릉군 북면 천부2길 15,200,,130.8746180,37.5407270,,,,,,
경북,울릉군,천부초등학교,경상북도 울릉군 북면 천부길 95-3,200,,130.8715920,37.5366230,,,,,,
경북,울릉군,천부초등학교 현포분교,경상북도 울릉군 북면 현포1길 38,300,,130.8222910,37.5240040,,,,,,
경북,울릉군,울릉서중학교,경상북도 울릉군 서면 남서길 52,400,,130.8362270,37.4695010,,,,,,
경북,울릉군,남양초등학교,경상북도 울릉군 서면 남양1길 58,400,,130.8401370,37.4690930,,,,,,
경북,울릉군,서면사무소,경상북도 울릉군 서면 남양4길 31 ,100,,130.8380920,37.4677150,,,,,,
경북,울릉군,서면사무소 태하출장소,경상북도 울릉군 서면 태하1길 37-2,50,,130.8008650,37.5122800,,,,,,
경북,울릉군,울릉중학교 태하분교,경상북도 울릉군 서면 태하리 30,50,,130.8363730,37.5023720,,,,,,
경북,울릉군,울릉중학교,경상북도 울릉군 울릉읍 도동길 151-19,400,,130.9024290,37.4847450,,,,,,
경북,울릉군,농업기술센터,경상북도 울릉군 울릉읍 사동리 541-8,200,,130.8736610,37.4600220,,,,,,
경북,울릉군,울릉고등학교,경상북도 울릉군 울릉읍 울릉순환로 236,700,,130.9074140,37.4929680,,,,,,
경북,울릉군,우산중학교,경상북도 울릉군 울릉읍 저동길 54,500,,130.9065450,37.4951040,,,,,,
경북,울진군,근남면사무소,경상북도 울진군 근남면 노음리 331-1,150,,129.3944160,36.9626810,,,,,,
경북,울진군,한전 APT,경상북도 울진군 근남면 노음리 335-2,200,,129.3940710,36.9609980,,,,,,
경북,울진군,마당,경상북도 울진군 근남면 노음리 466-2,50,,129.3881660,36.9628460,,,,,,
경북,울진군, 밭,경상북도 울진군 근남면 노음리 562-2,50,,129.3896420,36.9602360,,,,,,
경북,울진군,도로,경상북도 울진군 근남면 노음리 637-5,100,,129.3926450,36.9564750,,,,,,
경북,울진군,공터,경상북도 울진군 근남면 산포리 1248-2,50,,129.4036000,36.9551550,,,,,,
경북,울진군,공터,경상북도 울진군 근남면 산포리 162-6,50,,129.4185910,36.9436180,,,,,,
경북,울진군,마당,경상북도 울진군 근남면 산포리 20,50,,129.4166560,36.9544070,,,,,,
경북,울진군,산포3리 마을회관,경상북도 울진군 근남면 산포리 313,50,,129.4151950,36.9476690,,,,,,
경북,울진군,주차장,경상북도 울진군 근남면 산포리 661-2,100,,129.4121060,36.9644490,,,,,,
경북,울진군,해맞이공원,경상북도 울진군 근남면 산포리 691,500,,129.4132420,36.9651530,,,,,,
경북,울진군,망양정,경상북도 울진군 근남면 산포리 716-2,100,,129.4124740,36.9671620,,,,,,
경북,울진군,밭,경상북도 울진군 근남면 산포리 75-1,100,,129.4172820,36.9465200,,,,,,
경북,울진군,방사능센터,경상북도 울진군 근남면 산포리 823-3,200,,129.4022000,36.9614750,,,,,,
경북,울진군,공터,경상북도 울진군 근남면 산포리 산18-4,50,,129.4097710,36.9580460,,,,,,
경북,울진군,주차장,경상북도 울진군 근남면 산포리 산2,50,,129.4117190,36.9612960,,,,,,
경북,울진군,밭,경상북도 울진군 근남면 수산리 421,50,,129.3939900,36.9697410,,,,,,
경북,울진군,금강송 숲길 뒷산,경상북도 울진군 근남면 수산리 461-1,100,,129.3984030,36.9696770,,,,,,
경북,울진군,밭,경상북도 울진군 근남면 진복리 178-1,100,,129.4183270,36.9214870,,,,,,
경북,울진군,밭,경상북도 울진군 근남면 진복리 265,200,,129.4151310,36.9180570,,,,,,
경북,울진군,밭,경상북도 울진군 근남면 진복리 275,100,,129.4144740,36.9187160,,,,,,
경북,울진군,울진학생야영장,경상북도 울진군 근남면 진복리 631,200,,129.4156550,36.9289760,,,,,,
경북,울진군,밭,경상북도 울진군 근남면 진복리 699,50,,129.4141070,36.9319950,,,,,,
경북,울진군,도로,경상북도 울진군 근남면 산포리 529-1,100,,129.4146770,36.9571320,,,,,,
경북,울진군,구산중앙교회 옆,경상북도 울진군 기성면 구산리 177,200,,129.4665520,36.7612290,,,,,,
경북,울진군,구산리 마을뒷산,경상북도 울진군 기성면 구산리 305,150,,129.4657850,36.7583800,,,,,,
경북,울진군, 동해월송정모텔 뒤 공터,경상북도 울진군 기성면 구산리 391,300,,129.4647160,36.7517170,,,,,,
경북,영덕군,대구대학교연수원,경상북도 영덕군 강구면 번영길 235,500,,129.4034380,36.3800610,,,,,,
경북,영덕군,삼사공원입구2,경상북도 영덕군 강구면 삼사리 234,150,,129.3849450,36.3452550,,,,,,
경북,영덕군,씨아일랜드주차장,경상북도 영덕군 강구면 삼사리 631-8,50,,129.3815780,36.3401580,,,,,,
경북,영덕군,삼사공원입구1,경상북도 영덕군 강구면 삼사리 753-1,500,,129.3820640,36.3454350,,,,,,
경북,영덕군,강구정보고,경상북도 영덕군 강구면 신강구1길 45-5,1200,,129.3799490,36.3533770,,,,,,
경북,영덕군,오포1리 마을뒷산(1),경상북도 영덕군 강구면 오포리 684-1,340,,129.3742420,36.3617220,,,,,,
경북,영덕군,오포대게식당뒤,경상북도 영덕군 강구면 오포리 9-40,500,,129.3864730,36.3540110,,,,,,
경북,영덕군,오포1리 마을뒷산(2),경상북도 영덕군 강구면 오포리 산10,340,,129.3733470,36.3648390,,,,,,
경북,영덕군,문화교맞은편뒤,경상북도 영덕군 강구면 하저리 401,100,,129.4068880,36.3906120,,,,,,
경북,영덕군,하저문화마을뒤,경상북도 영덕군 강구면 하저리 449-1,200,,129.4044670,36.3895790,,,,,,
경북,영덕군,푸른바다민박뒤,경상북도 영덕군 강구면 하저리 6-6,100,,129.4141220,36.3935110,,,,,,
경북,영덕군,탁주합동제조장뒤,경상북도 영덕군 강구면 하저리 722,100,,129.4095270,36.3964180,,,,,,
경북,영덕군,독도수산뒤,경상북도 영덕군 강구면 삼사리 1-24,500,,129.3860000,36.3530000,,,,,,
경북,영덕군,구계승강장,경상북도 영덕군 남정면 구계리,200,,129.3645830,36.3177090,,,,,,
경북,영덕군,아이씨프라자,경상북도 영덕군 남정면 구계리,150,,129.3645830,36.3177090,,,,,,
경북,영덕군,남호승강장,경상북도 영덕군 남정면 남호리,100,,129.3737780,36.3334010,,,,,,
경북,영덕군,장사휴게소,경상북도 영덕군 남정면 부경리,200,,129.3694760,36.2719190,,,,,,
경북,영덕군,국도변,경상북도 영덕군 남정면 부경리,200,,129.3694760,36.2719190,,,,,,
경북,영덕군,마을회관,경상북도 영덕군 남정면 부흥1리,300,,129.3721170,36.2857680,,,,,,
경북,영덕군,경보휴게소,경상북도 영덕군 남정면 원척리,300,,129.3690270,36.3052060,,,,,,
경북,영덕군,마을공터,경상북도 영덕군 남정면 원척리,200,,129.3690270,36.3052060,,,,,,
경북,영덕군,남정중학교,경상북도 영덕군 남정면 장사리,500,,129.3537970,36.2873690,,,,,,
경북,영덕군,부흥2리 뒷산,경상북도 영덕군 남정면 장사리,250,,129.3537970,36.2873690,,,,,,
경북,영덕군,학생해양수련원,경상북도 영덕군 병곡면 고래불로 201,500,,129.4125000,36.5786370,,,,,,
경북,영덕군,구국도변 공터,경상북도 영덕군 병곡면 금곡리 13-1,70,,129.4220140,36.6434060,,,,,,
경북,영덕군,금곡1서낭당,경상북도 영덕군 병곡면 금곡리 332-1,150,,129.4088590,36.6422860,,,,,,
경북,영덕군,마을뒷산,경상북도 영덕군 병곡면 금곡리 439,150,,129.4127770,36.6418960,,,,,,
경북,영덕군,구국도변 공터,경상북도 영덕군 병곡면 금곡리 49-4,80,,129.4206210,36.6420510,,,,,,
경북,영덕군,칠보산도로변,경상북도 영덕군 병곡면 금곡리 산119-4,200,,129.4106000,36.6386110,,,,,,
경북,영덕군,7번국도변,경상북도 영덕군 병곡면 백석리 123,300,,129.4113150,36.6249890,,,,,,
경북,영덕군,동해안휴게소,경상북도 영덕군 병곡면 백석리 706,300,,129.4109340,36.6234940,,,,,,
경북,영덕군,영리 야산,경상북도 영덕군 병곡면 영리 296,300,,129.4023080,36.5943310,,,,,,
경북,영덕군,7번국도변,경상북도 영덕군 병곡면 원황리 619-3,100,,129.3997140,36.5765420,,,,,,
경북,영덕군,철암산,경상북도 영덕군 병곡면 백석리 269-2,300,,129.4092930,36.6209070,,,,,,
경북,영덕군,철암산,경상북도 영덕군 병곡면 백석리 310-3,300,,129.4097390,36.6190140,,,,,,
경북,영덕군,바다향기펜션,경상북도 영덕군 병곡면 병곡리 24,200,,129.4149160,36.6037010,,,,,,
경북,영덕군,병곡휴게소,경상북도 영덕군 병곡면 병곡리 331-9,800,,129.4132520,36.6062150,,,,,,
경북,영덕군,마을 뒤 도로,경상북도 영덕군 병곡면 병곡리 468,300,,129.4059810,36.6035260,,,,,,
경북,영덕군,영덕경찰수련원,경상북도 영덕군 병곡면 영덕로 2108-152,300,,129.4169430,36.5688020,,,,,,
경북,영덕군,연국사입구,경상북도 영덕군 영덕읍 노물리 161-1,35,,129.4305860,36.4477910,,,,,,
경북,영덕군,구)보건소 맞은편,경상북도 영덕군 영덕읍 노물리 170,35,,129.4310690,36.4468120,,,,,,
경북,영덕군,선창횟집 뒤,경상북도 영덕군 영덕읍 노물리 174-4,20,,129.4311500,36.4462690,,,,,,
경북,영덕군,해녀횟집뒤 골목,경상북도 영덕군 영덕읍 노물리 20,25,,129.4349470,36.4464410,,,,,,
경북,영덕군,경노회관뒤 골목,경상북도 영덕군 영덕읍 노물리 45,25,,129.4343620,36.4464310,,,,,,
경북,영덕군,지미슈퍼뒤 공터,경상북도 영덕군 영덕읍 노물리 70-6,20,,129.4329300,36.4470010,,,,,,
경북,영덕군,창포교회뒤편,경상북도 영덕군 영덕읍 대부 247-3,400,,129.4228130,36.4039330,,,,,,
경북,영덕군,구)마을회관옆,경상북도 영덕군 영덕읍 대부 273,150,,129.4211120,36.4014130,,,,,,
경북,영덕군,창호민박뒤,경상북도 영덕군 영덕읍 대탄 산13-1,130,,129.4322690,36.4338430,,,,,,
경북,영덕군,오보보건소뒤,경상북도 영덕군 영덕읍 오보리 142,80,,129.4302280,36.4413010,,,,,,
경북,영덕군,오보교회뒤,경상북도 영덕군 영덕읍 오보리 17-4,50,,129.4321170,36.4423870,,,,,,
경북,영덕군,창포초등학교,경상북도 영덕군 영덕읍 창포리 550,430,,129.4279150,36.4094410,,,,,,
경북,영덕군,제당옆골목,경상북도 영덕군 영덕읍 창포리 572,30,,129.4286460,36.4113180,,,,,,
경북,영덕군,창포일반(강유복 집뒤),경상북도 영덕군 영덕읍 창포리 591,30,,129.4293590,36.4120060,,,,,,
경북,영덕군,갈매기횟집뒤,경상북도 영덕군 영덕읍 창포리 911,30,,129.4287840,36.4088750,,,,,,
경북,영덕군,창포보건소뒤,경상북도 영덕군 영덕읍 창포리 931,30,,129.4233950,36.4077560,,,,,,
경북,경주시,감포초등학교,경상북도 경주시 감포읍 감포리 17,1300,,129.5020200,35.8095980,,,,,,
경북,경주시,감포읍사무소,경상북도 경주시 감포읍 감포리 56-2,100,,129.5016760,35.8073960,,,,,,
경북,경주시,나정1리 마을회관 앞 야산,경상북도 경주시 감포읍 나정리 203,500,,129.4911310,35.7787180,,,,,,
경북,경주시,나정2리 마을회관 뒤 솔밭,경상북도 경주시 감포읍 나정리 223-1,1000,,129.4929390,35.7779780,,,,,,
경북,경주시,감포관광단지 주차장,경상북도 경주시 감포읍 대본리 42-1,3000,,129.4932670,35.7652970,,,,,,
경북,경주시,대본3리 마을회관,경상북도 경주시 감포읍 대본리 606-2,50,,129.4857360,35.7463470,,,,,,
경북,경주시,대본초등학교,경상북도 경주시 감포읍 대본리 669-1,200,,129.4840000,35.7440000,,,,,,
경북,경주시,전망대횟집 앞 야산,경상북도 경주시 감포읍 대본리 산172-2,1000,,129.4917490,35.7526060,,,,,,
경북,경주시,감포리조트펜션 주차장,경상북도 경주시 감포읍 오류리 137,500,,129.5184300,35.8381730,,,,,,
경북,경주시,일출빌라 뒤 야산,경상북도 경주시 감포읍 오류리 326-2,1000,,129.5109570,35.8162120,,,,,,
경북,경주시,감포중고등학교,경상북도 경주시 감포읍 오류리 478-2,1300,,129.5067600,35.8107710,,,,,,
경북,경주시,감포댐 입구,경상북도 경주시 감포읍 오류리 산 14-87,1000,,129.5090000,35.8360000,,,,,,
경북,경주시,감포읍 버스공용주차장,경상북도 경주시 감포읍 전동리 115,500,,129.4965970,35.8034220,,,,,,
경북,경주시,시드니 낚시마트 뒤 야산,경상북도 경주시 감포읍 전촌리 105-2,1000,,129.4948940,35.7927030,,,,,,
경북,경주시,감포읍 주민복지회관,경상북도 경주시 감포읍 전촌리 224,500,,129.4936920,35.7985480,,,,,,
경북,경주시,전촌1리 마을회관,경상북도 경주시 감포읍 전촌리 532-1,50,,129.4883700,35.7928530,,,,,,
경북,경주시,현대자동차 수련원,경상북도 경주시 양남면 수렴리 240-6,1000,,129.4588440,35.6682920,,,,,,
경북,경주시,통일로토종순대국,경상북도 경주시 양남면 수렴리 94-1,500,,129.4625750,35.6672610,,,,,,
경북,경주시,바다모텔 옆 야산,경상북도 경주시 양남면 수렴리 산120,200,,129.4512940,35.6589710,,,,,,
경북,경주시,나산초등학교,경상북도 경주시 양남면 읍천리 17,1000,,129.4701590,35.6979130,,,,,,
경북,경주시,읍천1리 마을회관 뒤 솔밭,경상북도 경주시 양남면 읍천리 363,3000,,129.4721780,35.6903500,,,,,,
경북,경주시,카리브모텔 뒤 야산,경상북도 경주시 양남면 하서리 25-3,1000,,129.4701510,35.6820520,,,,,,
경북,경주시,양남중학교 운동장,경상북도 경주시 양남면 하서리 651,1000,,129.4604290,35.6738930,,,,,,
경북,경주시,수제마을소공원,경상북도 경주시 양북면 봉길리 58-6,100,,129.4818080,35.7361750,,,,,,
경북,영덕군,수협창고뒤,경상북도 영덕군 강구면 강구리 산 50-1,500,,129.3858750,36.3599650,,,,,,
경북,영덕군,대게축구장입구,경상북도 영덕군 강구면 강구리 산69,500,,129.3909420,36.3640520,,,,,,
경북,영덕군,미혜식당뒤,경상북도 영덕군 강구면 강구리 산75-12,500,,129.3926900,36.3619340,,,,,,
경북,영덕군,마을뒷산,경상북도 영덕군 강구면 금진리 31-8,100,,129.4051000,36.3819370,,,,,,
경북,영덕군,소하민박뒤,경상북도 영덕군 강구면 금진리 597,50,,129.3952740,36.3691970,,,,,,
경북,영덕군,풍성호뒤,경상북도 영덕군 강구면 금진리 630,50,,129.3944690,36.3686480,,,,,,
경북,영덕군,금진택지입구,경상북도 영덕군 강구면 금진리 665-13,200,,129.3938260,36.3661240,,,,,,
경북,영덕군,강구초등학교,경상북도 영덕군 강구면 나비산길 8,500,,129.3784780,36.3568620,,,,,,
